FacilityID;NationalID;FacilityName;PostalCode;CountryName;Lat;Long;CompetentAuthorityName;StreetName;BuildingNumber;City;MainIAActivityCode;MainIASectorName;MainIAActivityName;MainIASubActivityName;MainActivityIndicator;ReportingYear;PollutantName;PollutantGroupName;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;industrial category;Manually researched activity;comment;number no value;information status;FacilityID (Niklas);industrial category (Niklas);Manually researched activity (Niklas);Umbennenungen;local deviation(<>100m);1 latest FID;1 latest Name;1 latest Jahr;2 latest FID;2 latest Name;2 latest Jahr;2 älteste FID;2 oldest Name;2 oldest Jahr;1 oldest FID;1 oldest Name;1 oldest Jahr
1203;058.00610;SUCRERIE DETREPAGNY;27150;France;49.31;1.61;Ministère de la Transition Ecologique et Solidaire;Route de Gamaches BP 7;;ETREPAGNY;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;106000000;101000000;119000000;114000000;107000000;107000000;106000000;119000000;115000000;104000000;109000000;Thermal power stations and other combustion installations;;;;;1203;Other;0;;;;;;;;;;;;;;
1219;058.01362;Taranis du Rouvray;76800;France;49.38;1.09;Ministère de la Transition Ecologique et Solidaire;rue Désiré GRANET  Site papeterie EUROPAC;;SAINT-ETIENNE-DU-ROUVRAY;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;259000000;299000000;279000000;272000000;225000000;236000000;156000000;147000000;143000000;162000000;176000000;Thermal power stations and other combustion installations;;;;;1219;Other;0;2;;;;;;;;1219;NeoElectra du Rouvray;2012;1219;Compagnie Thermique du Rouvray;2007
1221;058.01681;SGD S.A.;76470;France;50.05;1.37;Ministere de l Ecologie, du Developpement Durable, des Transports et du Logement;Avenue Pierre et Marie Curie - BP20004;;TREPORT;3.(e);Mineral industry;Installations for the manufacture of glass, including glass fibre;;TRUE;2007;Carbon dioxide (CO2);Greenhouse gases;118000000;0;0;0;0;0;0;0;0;0;0;Installations for the manufacture of glass, including glass fibre;;keine Daten 2008 bis 2017;10;;;#N/A;#N/A;;;;;;;;;;;;;;
1226;058.02143;EDF UNITE DE PRODUCTION THERMIQUE DU HAVRE;76067;France;49.49;0.13;Ministère de la Transition Ecologique et Solidaire;Route du Mole Central BP 1420;;HAVRE;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;4050000000;4050000000;3190000000;3370000000;2960000000;1710000000;2710000000;374000000;832000000;2160000000;1880000000;Thermal power stations and other combustion installations;;;;;1226;Coal power plant;Coal power plant;;;;;;;;;;;;;;
1231;0580-124-01;Kraftvärmeverket i Linköping;582 73;Sweden;58.41940985;15.62500017;Länsstyrelsen i Östergötlands län;Södra Oskarsgatan 7;;LINKÖPING;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;239000000;252000000;278000000;318000000;268000000;236000000;216000000;200000000;204000000;127000000;127000000;Thermal power stations and other combustion installations;;;;;1231;Other;0;;;;;;;;;;;;;;
1232;0580-124-02;Gärstadverket;58115;Sweden;58.43668562;15.65452884;Länsstyrelsen i Östergötlands län;Gärstadsvägen 3;;Linköping;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;324000000;354000000;350000000;349000000;352000000;369000000;377000000;408000000;435000000;574000000;531000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;1232;Other;0;;;;;;;;;;;;;;
1238;0581-104;Bravikens Pappersbruk;601 88;Sweden;58.63976302;16.26148773;Länsstyrelsen i Östergötlands län;Östra Bravikenvägen 20;;NORRKÖPING;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;235000000;236000000;193000000;195000000;183000000;172000000;150000000;148000000;148000000;114000000;130000000;Industrial plants for the production of paper and board and other primary wood products;;;;;1238;Other;0;;;;;;;;;;;;;;
1239;0581-109;Fiskeby bruk;60210;Sweden;58.59261721;16.11470774;Länsstyrelsen i Östergötlands län;Fiskeby bruk;;NORRKÖPING;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;108000000;0;0;141000000;122000000;Industrial plants for the production of paper and board and other primary wood products;;2010 neuer Festbrennstoffkessel, 2014 neue Palettenverpackungslinie;8;;;#N/A;#N/A;;;;;;;;;;;;;;
1240;0581-110;BillerudKorsnäs Sweden AB Skärblacka Bruk;61710;Sweden;58.57980097;15.89974012;Länsstyrelsen i Östergötlands län;Skärblacka Bruk;;SKÄRBLACKA;6.(a);Paper and wood production processing;Industrial plants for the production of pulp from timber or similar fibrous materials;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;1020000000;975000000;995000000;949000000;931000000;933000000;824000000;1010000000;978000000;1010000000;1000000000;Industrial plants for the production of pulp from timber or similar fibrous materials;;;;;1240;Other;0;1;;;;;;;;1240;Billerud Skärblacka AB;2012;;;
1242;0581-191-01;Händelöverket;60238;Sweden;58.61956111;16.23332849;Länsstyrelsen i Östergötlands län;Energigatan 5;;Norrköping;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;620000000;628000000;694000000;723000000;723000000;837000000;837000000;731000000;713000000;792000000;783000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;1242;Other;Other;;;;;;;;;;;;;;
1272;059.00978;EQIOM;39701;France;47.12;5.55;Ministère de la Transition Ecologique et Solidaire;ZI BP13;;ROCHEFORT-SUR-NENON;3.(c);Mineral industry;Installations for the production of:;  Cement clinker in rotary kilns;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;321000000;342000000;287000000;288000000;292000000;289000000;308000000;283000000;298000000;297000000;305000000;Installations for the production of:;;;;;1272;Other;0;1;;;;;;;;1272;Holcim (France) SAS - Usine de Rochefort sur Nenon;2014;;;
1278;059.01115;COMPAGNIE FRANCAISE DU PANNEAU;70800;France;47.87;6.26;Ministère de la Transition Ecologique et Solidaire;Avenue Jacques Parisot;;SAINT-LOUP-SUR-SEMOUSE;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;110000000;0;0;0;120000000;104000000;101000000;114000000;115000000;Industrial plants for the production of paper and board and other primary wood products;;keine Daten 2007 bis 2008 und 2010 bis 2012;5;;;#N/A;#N/A;;;;;;;;;;;;;;
1294;059.02685;SOLVAY ELECTROLYSE FRANCE;39500;France;47.03;5.4;Ministère de l'Ecologie, de l'Energie et de la Mer;avenue de la République;;TAVAUX;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;  Basic plastic materials (polymers, synthetic fibres and cellulose based fibres);TRUE;2014;Carbon dioxide (CO2);Greenhouse gases;514000000;433000000;432000000;454000000;418000000;437000000;545000000;526000000;0;0;0;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;2 Umbennenungen;;;1294;Other;0;2;;300611;Solvay Operations France, tavaux;2017;293816;SOLVAY Tavaux SAS;2015;;;;;;
1298;05E000016;PGE Górnictwo i Energetyka Konwencjonalna S.A., Oddział Elektrownia Bełchatów;97-406;Poland;51.265782;19.315338;Główny Inspektorat Ochrony Środowiska;Energetyczna 7;;Rogowiec;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;28300000000;30900000000;29500000000;30000000000;34400000000;35200000000;37200000000;36800000000;37000000000;34900000000;37600000000;Thermal power stations and other combustion installations;;;;;1298;Coal power plant;Coal power plant;;;;;;;;;;;;;;
1299;05E000030;Cementownia Warta S.A.;98-355;Poland;51.104828;18.93802;Główny Inspektorat Ochrony Środowiska;Przemysłowa 17;;Trębaczew;3.(c);Mineral industry;Installations for the production of:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;1280000000;1010000000;870000000;1150000000;1550000000;1390000000;1450000000;1500000000;1380000000;1540000000;1530000000;Installations for the production of:;;;;;1299;Other;0;;;;;;;;;;;;;;
1321;05E000472;Veolia Energia Łódź S.A., Zakład nr 2;93-578;Poland;51.742443;19.447646;Główny Inspektorat Ochrony Środowiska;Wróblewskiego 26;;Łódź;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2015;Carbon dioxide (CO2);Greenhouse gases;947000000;882000000;894000000;936000000;796000000;808000000;790000000;589000000;190000000;0;0;Thermal power stations and other combustion installations;;2015 Abgestellt, 2014 ändert sich der Standort um 2km ;;;1321;Coal power plant;Coal power plant;;>100;;;;;;;1321;Dalkia Łódź S.A. Elektrociepłownia nr 3;2013;;;
1322;05E000473;Veolia Energia Łódź S.A. Zakład nr 3;91-342;Poland;51.798371;19.420266;Główny Inspektorat Ochrony Środowiska;Pojezierska 70;;Łódź;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;545000000;579000000;491000000;538000000;493000000;482000000;458000000;395000000;656000000;866000000;816000000;Thermal power stations and other combustion installations;;2014 ändert sich der Standort um 2 km, werte vertausch?;;;1322;Other;0;;>100;;;;;;;;;;;;
1323;05E000474;Veolia Energia Łódź S.A. Zakład nr 4;90-975;Poland;51.746323;19.53824;Główny Inspektorat Ochrony Środowiska;Andrzejewskiej 5;;Łódź;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;1100000000;1070000000;1010000000;1060000000;839000000;705000000;657000000;646000000;769000000;900000000;928000000;Thermal power stations and other combustion installations;;;;;1323;Coal power plant;Coal power plant;;;;;;;;;;;;;;
1324;CZ86471652;SAKO Brno, a.s. - divize 3 ZEVO;62800;Czech Republic;49.19038303;16.6670154;Ministry of the Environment of the Czech Republic;Jedovnická;4247/2;Brno-Židenice;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;149000000;232000000;239000000;243000000;243000000;227000000;233000000;218000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;2010 nach Umbau in Betrieb genommen, Standortabweichung zu Niklas;;;1324;Other;0;1;;;;;;;;1324;Spalovna směsného komunálního odpadu;2013;;;
1336;060.00385;INTERNATIONAL PAPER;87206;France;45.87;0.83;Ministère de la Transition Ecologique et Solidaire;BP 1 Saillat-sur-Vienne;;SAILLAT-SUR-VIENNE;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;872000000;884000000;833000000;852000000;927000000;904000000;937000000;936000000;794000000;795000000;839000000;Industrial plants for the production of paper and board and other primary wood products;;;;;1336;Other;0;;;;;;;;;;;;;;
1418;2007001013;Centrale compressione gas di Malborghetto;33010;Italy;46.503333;13.415277;ISPRA;via Nazionale;2;MALBORGHETTO VALBRUNA;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;101000000;0;0;0;117000000;Thermal power stations and other combustion installations;;bis heute aktiv, keine Daten 2007 bis2012 und 2014 bis 2016;9;;;#N/A;#N/A;;;;;;;;;;;;;;
1422;2007001927;STABILIMENTO DI TORVISCOSA;33050;Italy;45.833333;13.283333;ISPRA;PLE FRANCO MARINOTTI;1;TORVISCOSA;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;  Gases;TRUE;2007;Carbon dioxide (CO2);Greenhouse gases;122000000;0;0;0;0;0;0;0;0;0;0;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;;bis heute aktiv, keine Daten 2008 bis 2017;10;;;#N/A;#N/A;;;;;;;;;;;;;;
1425;2007001936;Stabilimento di Tolmezzo;33028;Italy;46.393888;13.016944;ISPRA;Pier Fortunato Calvi;15;TOLMEZZO;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;129000000;116000000;106000000;123000000;118000000;123000000;119000000;124000000;137000000;136000000;142000000;Industrial plants for the production of paper and board and other primary wood products;;;;;1425;Other;0;1;;;;;;;;1425;Burgo Group S.p.A. - Stabilimento di Tolmezzo;2015;;;
1427;2007001948;FANTONI SPA - Divisione Pannelli e Colla;33010;Italy;46.2325;13.073888;ISPRA;Via Europa Unita;1;OSOPPO;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;113000000;117000000;123000000;118000000;115000000;120000000;128000000;Industrial plants for the production of paper and board and other primary wood products;;keine Daten 2007 bis 2010 und 2012 bis 2013;;;1427;Other;0;;;;;;;;;;;;;;
1429;2007002260;FERRIERE NORD STABILIMENTO DI OSOPPO;33010;Italy;46.230555;13.077777;ISPRA;ZONA INDUSTRIALE RIVOLI DI OSOPPO;SNC;OSOPPO;2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;139000000;143000000;129000000;123000000;135000000;131000000;160000000;164000000;165000000;168000000;183000000;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;;;;1429;Other;0;;;;;;;;;;;;;;
1437;2007002277;ACCIAIERIE BERTOLI SAFAU SPA;33050;Italy;45.995555;13.206944;ISPRA;VIA BUTTRIO;28;POZZUOLO DEL FRIULI;2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;TRUE;2016;Carbon dioxide (CO2);Greenhouse gases;0;0;0;192000000;224000000;189000000;229000000;217000000;211000000;232000000;0;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;bis heute aktiv, keine Daten 2007 bis 2009 und 2017;;;1437;Other;0;;;;;;;;;;;;;;
1503;2007000863;Centrale Termoelettrica di Monfalcone;34074;Italy;45.796666;13.545555;ISPRA;Via Timavo;45;MONFALCONE;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;2990000000;2340000000;1960000000;1720000000;1480000000;2070000000;2000000000;1780000000;2040000000;2150000000;1920000000;Thermal power stations and other combustion installations;;;;;1503;Coal power plant;Coal power plant;;;;;;;;;;;;;;
1518;2007000163;Cementeria di Trieste;34100;Italy;45.616667;13.8;ISPRA;VIA Caboto Giovanni e Sebastiano;17;TRIESTE;3.(c);Mineral industry;Installations for the production of:;  Cement clinker in rotary kilns;TRUE;2012;Carbon dioxide (CO2);Greenhouse gases;293000000;283000000;188000000;188000000;195000000;113000000;0;0;0;0;0;Installations for the production of:;;2012 bis 2014 Modernisiert;3;;1518;Other;0;;;;;;;;;;;;;;
1519;2007000666;STABILIMENTO DI DUINO;34013;Italy;45.793333;13.583055;ISPRA;VIA SAN GIOVANNI DI DUINO;24/D;DUINO-AURISINA;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;423000000;394000000;265000000;309000000;326000000;292000000;316000000;281000000;277000000;251000000;231000000;Industrial plants for the production of paper and board and other primary wood products;;;;;1519;Other;0;;;;;;;;;;;;;;
1520;2007001880;Elettra Produzione S.r.l. - Centrale di Servola;34145;Italy;45.650555;13.783611;ISPRA;Via di Servola;1;TRIESTE;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2015;Carbon dioxide (CO2);Greenhouse gases;992000000;930000000;695000000;934000000;989000000;826000000;786000000;151000000;445000000;0;0;Thermal power stations and other combustion installations;;2016 bis 2017 keine Daten;;;1520;Other;0;;;;;;;;;;;;;;
1521;2007001881;Impianto di Termovalorizzazione Rifiuti di Trieste - via Errera 11;34147;Italy;45.611111;13.799444;ISPRA;Via Errera;11;TRIESTE;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;155000000;162000000;136000000;165000000;166000000;171000000;170000000;161000000;167000000;159000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;1521;Other;0;;;;;;;;;;;;;;
1522;2007002483;Stabilimento di Trieste;34145;Italy;45.617222;13.766944;ISPRA;Via di Servola;1;TRIESTE;2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;318000000;376000000;208000000;286000000;257000000;197000000;281000000;130000000;0;947000000;878000000;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;2015 keine Daten;;;1522;Other;0;;;;;;;;;;;;;;
2434;06-08-1020129;Heizkraftwerk Heilbronn;74076;Germany;49.17564105;9.20757367;Umweltbundesamt;Lichtenbergerstr.;23;Heilbronn;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2016;Carbon dioxide (CO2);Greenhouse gases;4350000000;3280000000;2630000000;3240000000;2910000000;3360000000;4140000000;3280000000;3180000000;2360000000;0;Thermal power stations and other combustion installations;;keine Daten 2017;;;2434;Coal power plant;Coal power plant;1;;;;;;;;2434;EnBW Kraftwerke AG Energie Baden-Württemberg;2015;;;
2436;06-08-1195689;Heizkraftwerk Stuttgart-Münster (mit MVA);70376;Germany;48.81536144;9.21974465;Umweltbundesamt;Voltastr.;45;Stuttgart;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;678000000;644000000;660000000;703000000;601000000;645000000;0;579000000;650000000;458000000;481000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;keine Daten 2013;;;2436;Other;0;1;;;;;;;;2436;EnBW Kraftwerke AG;2015;;;
2439;06-08-1371304;Heizkraftwerk Stuttgart-Gaisburg;70327;Germany;48.78274665;9.231241212;Umweltbundesamt;Langwiesenweg;23;Stuttgart;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;110000000;130000000;146000000;190000000;143000000;168000000;175000000;153000000;167000000;130000000;150000000;Thermal power stations and other combustion installations;;;;;2439;Other;0;1;;;;;;;;2439;EnBW Kraftwerke AG;2015;;;
2440;06-08-1383701;FUG Fernwärme Ulm GmbH HKW Heizkraftwerk Ulm;89077;Germany;48.39665916;9.96543607;Umweltbundesamt;Magirusstr.;21;Ulm;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2013;Carbon dioxide (CO2);Greenhouse gases;108000000;119000000;118000000;146000000;110000000;113000000;106000000;0;0;0;0;Thermal power stations and other combustion installations;;bis heute aktiv;4;;2440;Other;0;;;;;;;;;;;;;;
2443;06-08-1479296;Papierfabrik Palm GmbH & Co.KG;73432;Germany;48.82387228;10.1175831;Umweltbundesamt;Neukochen;10;Aalen;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;132000000;133000000;128000000;133000000;128000000;129000000;131000000;127000000;130000000;0;135000000;Industrial plants for the production of paper and board and other primary wood products;;keine Daten 2016;;;2443;Other;0;;;;;;;;;;;;;;
2448;06-08-1574906;Daimler AG Mercedes-Benz Werk  Sindelfingen;71063;Germany;48.69993627;8.996099531;Umweltbundesamt;Calwer Str.;-;Sindelfingen;9.(c);Other activities;Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;186000000;183000000;171000000;199000000;200000000;200000000;219000000;226000000;237000000;255000000;252000000;Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;;;;;2448;Other;0;;;;;;;;;;;;;;
2450;06-08-1741292;Heizkraftwerk Altbach/Deizisau;73776;Germany;48.71912047;9.3712976;Umweltbundesamt;Industriestr.;11;Altbach;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;3130000000;2530000000;2350000000;2220000000;2540000000;2840000000;3110000000;2120000000;1660000000;1910000000;1250000000;Thermal power stations and other combustion installations;;;;;2450;Coal power plant;Coal power plant;;;;;;;;;2450;EnBW Kraftwerke AG Kraftwerk Altbach;2015;;;
2456;06-08-1926772;Schwenk Zement KG;89522;Germany;48.65368683;10.16246767;Umweltbundesamt;Hainenbachstr.;30;Heidenheim a.d. Brenz;3.(c);Mineral industry;Installations for the production of:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;503000000;432000000;496000000;507000000;509000000;630000000;563000000;540000000;459000000;514000000;623000000;Installations for the production of:;;;;;2456;Other;0;;;;;;;;;;;;;;
2459;06-08-2142201;EnBW KW Walheim;74399;Germany;49.01766953;9.157693253;Umweltbundesamt;Mühlstraße;-;Walheim;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2014;Carbon dioxide (CO2);Greenhouse gases;643000000;536000000;343000000;295000000;279000000;655000000;733000000;300000000;0;0;0;Thermal power stations and other combustion installations;;ab 2015 nur betriebsbereit für Netzsicherheit;;;2459;Other;0;;;;;;;;;;;;;;
2463;06-08-2486806;Märker Kalk GmbH;89134;Germany;48.41911381;9.902391591;Umweltbundesamt;Weiherstraße;8;Blaustein;3.(c);Mineral industry;Installations for the production of:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;109000000;135000000;158000000;169000000;169000000;160000000;154000000;151000000;148000000;Installations for the production of:;;keine Daten 2007 bis 2008;2;;2463;Other;0;;;;;;;;;;;;;;
2465;06-08-2719142;Stora Enso Maxau GmbH;76187;Germany;49.04257677;8.313258649;Umweltbundesamt;Mitscherlichstr.;24;Karlsruhe;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;209000000;276000000;137000000;203000000;454000000;484000000;484000000;494000000;304000000;431000000;443000000;Industrial plants for the production of paper and board and other primary wood products;;;;;2465;Other;0;;;;;;;;;;;;;;
2466;06-08-2719371;MIRO-Mineralölraffinerie Oberrhein GmbH & Co.KG;76187;Germany;49.05780929;8.329049992;Umweltbundesamt;Nördliche Raffineriestr.;1;Karlsruhe;1.(a);Energy sector;Mineral oil and gas refineries;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;2020000000;2280000000;2220000000;2220000000;2040000000;2100000000;2130000000;2060000000;1710000000;2090000000;2050000000;Mineral oil and gas refineries;;;;;2466;Other;0;;;;;;;;;;;;;;
2467;06-08-2719398;MIRO-Mineralölraffinerie Oberrhein GmbH & Co.KG;76187;Germany;49.05683833;8.346391622;Umweltbundesamt;ESSO-Str.;1;Karlsruhe;1.(a);Energy sector;Mineral oil and gas refineries;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;824000000;819000000;763000000;763000000;765000000;715000000;757000000;723000000;734000000;751000000;788000000;Mineral oil and gas refineries;;;;;2467;Other;0;;;;;;;;;;;;;;
2469;06-08-2797933;Rheinhafen-Dampfkraftwerk Karlsruhe;76189;Germany;49.01430317;8.304211229;Umweltbundesamt;Fettweisstraße;60;Karlsruhe;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;2310000000;2630000000;1790000000;2170000000;2420000000;2180000000;3050000000;3620000000;3870000000;2970000000;3840000000;Thermal power stations and other combustion installations;;;;;2469;Coal power plant;Coal power plant;1;;;;;;;;2469;EnBW Kraftwerke AG (RDK);2015;;;
2475;06-08-2948214;GKM Grosskraftwerk Mannheim AG;68199;Germany;49.44577216;8.492229095;Umweltbundesamt;Marguerrestraße;1;Mannheim;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;7440000000;7100000000;6640000000;6510000000;5940000000;6070000000;6750000000;6190000000;7320000000;7880000000;6860000000;Thermal power stations and other combustion installations;;;;;2475;Coal power plant;Coal power plant;;;;;;;;;;;;;;
2476;06-08-2951606;SCA Hygiene Products GmbH;68305;Germany;49.53549864;8.457079832;Umweltbundesamt;Sandhofer Str.;176;Mannheim;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;TRUE;2015;Carbon dioxide (CO2);Greenhouse gases;252000000;255000000;246000000;252000000;244000000;272000000;272000000;0;232000000;0;0;Industrial plants for the production of paper and board and other primary wood products;;keine Daten 2014 und 2016 bis 2017;;;2476;Other;0;;;;;;;;;;;;;;
2478;06-08-3042693;Heizkraftwerk Pforzheim GmbH;75175;Germany;48.89700729;8.725458762;Umweltbundesamt;Hohwiesenweg;15;Pforzheim;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;319000000;364000000;325000000;342000000;348000000;328000000;320000000;270000000;269000000;258000000;293000000;Thermal power stations and other combustion installations;;;;;2478;Other;0;;;;;;;;;;;;;;
2483;06-08-3192067;HeidelbergCement AG Zementwerk Leimen;69181;Germany;49.35767939;8.685832398;Umweltbundesamt;Rohrbacher Str.;95;Leimen;3.(c);Mineral industry;Installations for the production of:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;559000000;491000000;556000000;469000000;530000000;521000000;485000000;444000000;448000000;429000000;532000000;Installations for the production of:;;;;;2483;Other;0;;;;;;;;;;;;;;
2484;06-08-3265552;Opterra Wössingen GmbH;75045;Germany;49.01705219;8.614442378;Umweltbundesamt;Wössinger Str.;2;Walzbachtal;3.(c);Mineral industry;Installations for the production of:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;366000000;324000000;336000000;473000000;455000000;506000000;463000000;529000000;502000000;497000000;539000000;Installations for the production of:;;;;;2484;Other;0;1;;;;;;;;2484;Lafarge Wössinger Zement GmbH Herst.v.Zement u.-Klinker;2014;;;
2487;06-08-3610519;Universitäts-Klinikum Freiburg;79106;Germany;48.00886574;7.836960963;Umweltbundesamt;Hartmannstr.;1;Freiburg;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2008;Carbon dioxide (CO2);Greenhouse gases;109000000;112000000;0;0;0;0;0;0;0;0;0;Thermal power stations and other combustion installations;;keine Daten ab 2009;9;;;#N/A;#N/A;;;;;;;;;;;;;;
2497;06-08-4004094;Rheinkalk GmbH Kallkwerk Istein;79588;Germany;47.66098899;7.543648761;Umweltbundesamt;Am Kehrenweg;10;Efringen-Kirchen;3.(c);Mineral industry;Installations for the production of:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;215000000;188000000;171000000;166000000;180000000;163000000;115000000;100000000;113000000;182000000;181000000;Installations for the production of:;;;;;2497;Other;0;1;;;;;;;;2497;HeidelbergCement AG Kalkwerk Istein;2014;;;
